RESOURCE,count,mean,std,normality_p_value,Normality,kruskal_p_value,KRUSKAL,LC_p_value,LCresult
STEP_007/EQP_168_3,27.0,8.62962962962963,1.181529261597611,0.0,False,5.542046683472537e-21,False,0.00019268222464236106,BOB
STEP_007/EQP_168_4,27.0,8.481481481481481,1.2821367492879392,0.0,False,5.542046683472537e-21,False,0.002405951924956588,BOB
STEP_007/EQP_172_2,455.0,7.454945054945055,2.316777713278793,0.0,False,5.542046683472537e-21,False,0.0002653259325403107,WOW
STEP_007/EQP_172_3,448.0,7.412946428571429,2.3096940492520903,0.0,False,5.542046683472537e-21,False,5.2322578970302546e-05,WOW
STEP_007/EQP_172_4,498.0,7.632530120481928,1.3152510544048484,0.0,False,5.542046683472537e-21,False,1.0,DUMMY
STEP_008/EQP_023_NULL,1964.0,7.710285132382892,2.5204363125189313,0.0,False,6.929304921716719e-17,False,1.0,DUMMY
STEP_008/EQP_024_NULL,1960.0,7.676020408163265,1.4093817062336562,0.0,False,6.929304921716719e-17,False,0.0005258347949537412,WOW
STEP_008/EQP_025_NULL,1946.0,7.906988694758479,1.5040929512639114,0.0,False,6.929304921716719e-17,False,7.903758990206522e-08,BOB
STEP_008/EQP_026_NULL,2379.0,7.684321143337537,1.3737790172837319,0.0,False,6.929304921716719e-17,False,1.0,DUMMY
STEP_008/EQP_027_NULL,2974.0,7.6546738399462,2.319019333083096,0.0,False,6.929304921716719e-17,False,0.009778013014227607,WOW
STEP_008/EQP_028_NULL,2925.0,7.604786324786325,1.7071040300589655,0.0,False,6.929304921716719e-17,False,4.0485536759308386e-08,WOW
STEP_008/EQP_029_NULL,69.0,7.739130434782608,0.9179929179696626,0.0,False,6.929304921716719e-17,False,0.499370701034277,DUMMY
STEP_009/EQP_266_A,80.0,8.9875,1.709939298648724,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_266_B,72.0,8.958333333333334,1.27198968017782,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_270_A,757.0,7.434610303830912,2.4591942829342397,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_270_B,914.0,7.634573304157549,2.317122200960169,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_270_C,106.0,7.462264150943396,1.1478719714728995,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_270_D,649.0,7.741140215716487,2.0922076016779716,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_270_E,920.0,7.733695652173913,1.6948219915395546,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
